Genome	Phylum	Class	Order	Family	Genus
SRR3582181_bin.5	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
SRR3736987_bin.3	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190946_bin.87	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
SRR5056649_bin.8	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR4481738_bin.94	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
SRR3992965_bin.74	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR6028203_bin.16	Verrucomicrobia	Opitutae	Opitutales	NA	NA
SRR1761668_bin.8	NA	NA	NA	NA	NA
ERR1018308_bin.63	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
SRR1197028_bin.2	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA
SRR6028165_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ERR414337_bin.68	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR1927149_bin.38	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR321174_bin.8	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
SRR5580036_bin.33	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ERR589442_bin.43	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
SRR6028369_bin.17	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
ERR1190574_bin.24	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
SRR6028370_bin.24	Verrucomicrobia	Opitutae	Opitutales	NA	NA
ERR1620269_bin.27	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR5056671_bin.32	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1305896_bin.8	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190946_bin.14	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
ERR1190534_bin.25	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1190936_bin.72	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR688518_bin.6	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR011143_bin.8	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
ERR525992_bin.8	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
SRR5558298_bin.104	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella
ERR209280_bin.22	Tenericutes	NA	NA	NA	NA
ERR1190866_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2912778_bin.6	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR4305433_bin.6	NA	NA	NA	NA	NA
SRR3992981_bin.16	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
ERR1190887_bin.6	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1620299_bin.21	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5963302_bin.17	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1190910_bin.22	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3582135_bin.3	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
ERR1018302_bin.14	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas
SRR3496379_bin.24	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR5056760_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127712_bin.5	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5057037_bin.59	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ERR525737_bin.51	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR1620255_bin.64	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR526047_bin.23	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5127408_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5056774_bin.3	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR688524_bin.55	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR5279293_bin.42	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1305901_bin.62	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1214948_bin.2	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1305895_bin.30	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR2992966_bin.4	NA	NA	NA	NA	NA
SRR3992965_bin.57	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5580035_bin.85	Tenericutes	Mollicutes	NA	NA	NA
SRR3737031_bin.13	Tenericutes	NA	NA	NA	NA
ERR414291_bin.37	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
ERR1913037_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5580042_bin.20	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR321497_bin.20	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
SRR3992981_bin.40	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1761668_bin.9	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5127624_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR341650_bin.4	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1018308_bin.41	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
SRR1929574_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1190974_bin.22	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella
SRR2992884_bin.53	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR525706_bin.22	NA	NA	NA	NA	NA
SRR1761699_bin.62	Tenericutes	NA	NA	NA	NA
SRR1915995_bin.6	NA	NA	NA	NA	NA
ERR414269_bin.20	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR5056930_bin.28	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
ERR589510_bin.44	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia
ERR414230_bin.21	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ERR1190644_bin.42	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas
SRR2912780_bin.35	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1620269_bin.14	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1461861_bin.3	Firmicutes	Clostridia	NA	NA	NA
ERR1620298_bin.15	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR209469_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414340_bin.6	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5091537_bin.16	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
ERR1190838_bin.22	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ERR1913087_bin.26	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1018283_bin.51	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ERR1912956_bin.10	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ERR1018244_bin.54	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
ERR209782_bin.23	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5032340_bin.7	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414316_bin.62	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR3993017_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR209384_bin.15	Tenericutes	NA	NA	NA	NA
ERR1018268_bin.23	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR2992896_bin.77	Tenericutes	NA	NA	NA	NA
ERR414319_bin.36	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR688563_bin.37	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3993004_bin.22	NA	NA	NA	NA	NA
SRR5127593_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR209170_bin.2	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1620345_bin.42	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
SRR2912786_bin.12	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
DRR042394_bin.56	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR911953_bin.10	Tenericutes	NA	NA	NA	NA
ERR525839_bin.30	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127493_bin.9	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR321350_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR1761711_bin.27	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1190946_bin.119	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR1913008_bin.26	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5127411_bin.28	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR526073_bin.17	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA
ERR1018258_bin.27	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ERR1620262_bin.4	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR209469_bin.8	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5056829_bin.9	Tenericutes	NA	NA	NA	NA
ERR414252_bin.36	Tenericutes	NA	NA	NA	NA
SRR3992972_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525976_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR414243_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190657_bin.27	NA	NA	NA	NA	NA
SRR4783506_bin.84	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1293813_bin.25	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
SRR1761720_bin.8	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
SRR3993042_bin.25	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
SRR3992959_bin.72	NA	NA	NA	NA	NA
ERR1620323_bin.18	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525953_bin.14	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1761714_bin.38	Tenericutes	NA	NA	NA	NA
SRR5127651_bin.18	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR011350_bin.8	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR2155371_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5056999_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium
SRR5127436_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR321312_bin.10	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR1761712_bin.40	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR6054445_bin.12	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR4305271_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5091465_bin.31	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
ERR209697_bin.20	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
SRR4305355_bin.13	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR3917587_bin.52	Tenericutes	NA	NA	NA	NA
SRR5127535_bin.7	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1620325_bin.78	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
SRR4481738_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR2992884_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1761701_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
ERR209515_bin.8	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR414305_bin.35	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR2155178_bin.35	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR589513_bin.7	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR2912785_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5106299_bin.4	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ERR589527_bin.51	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR525936_bin.27	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR5558409_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR1761714_bin.27	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR2912810_bin.38	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1305899_bin.84	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1761720_bin.9	Tenericutes	NA	NA	NA	NA
ERR1190655_bin.40	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5056705_bin.47	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR525920_bin.20	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5579983_bin.22	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR1761708_bin.34	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR3992981_bin.74	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5057015_bin.98	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR341662_bin.27	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR6028283_bin.17	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
SRR1761702_bin.29	NA	NA	NA	NA	NA
ERR688517_bin.69	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5091553_bin.13	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
ERR1018221_bin.33	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1190619_bin.28	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis
SRR3582140_bin.13	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1620353_bin.43	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
ERR1293842_bin.23	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR1190626_bin.35	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR414235_bin.70	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR3582173_bin.3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
ERR1305901_bin.67	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR341661_bin.3	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5558136_bin.38	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR5963373_bin.11	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR688517_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5057106_bin.37	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR3993006_bin.48	Tenericutes	Mollicutes	NA	NA	NA
ERR414327_bin.36	Tenericutes	Mollicutes	NA	NA	NA
ERR1578661_bin.80	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	NA
SRR341619_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR4481725_bin.46	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR526033_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR2992898_bin.60	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5056823_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
ERR1578662_bin.19	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
SRR5963255_bin.10	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
ERR414230_bin.43	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR2726602_bin.2	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ERR525916_bin.20	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
SRR5963244_bin.8	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus
ERR1305883_bin.31	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3736988_bin.17	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR2912792_bin.25	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1305896_bin.99	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
SRR341599_bin.12	Tenericutes	Mollicutes	NA	NA	NA
SRR3992983_bin.22	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR525890_bin.1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
SRR5057119_bin.52	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
SRR5056780_bin.7	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1018253_bin.30	Tenericutes	NA	NA	NA	NA
ERR1190940_bin.76	NA	NA	NA	NA	NA
SRR5050585_bin.15	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
SRR3993042_bin.3	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR688607_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR5580015_bin.8	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR414354_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5275453_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR688524_bin.34	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
ERR1190823_bin.109	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ERR525737_bin.38	NA	NA	NA	NA	NA
ERR525923_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1761718_bin.27	NA	NA	NA	NA	NA
SRR2992899_bin.3	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR3131714_bin.3	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI	Anaerococcus
ERR688615_bin.25	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR341667_bin.16	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR5056870_bin.61	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
SRR1779118_bin.14	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1305902_bin.13	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
ERR321194_bin.11	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
SRR5558313_bin.90	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
ERR414346_bin.49	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
SRR5580086_bin.13	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
ERR414233_bin.25	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
SRR3917587_bin.20	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR1018268_bin.53	NA	NA	NA	NA	NA
ERR1190833_bin.48	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1927149_bin.34	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
SRR5558136_bin.26	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1930122_bin.17	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
SRR1761667_bin.19	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ERR1293666_bin.6	NA	NA	NA	NA	NA
ERR1912949_bin.4	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR1305900_bin.91	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5279234_bin.28	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
SRR5127680_bin.20	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR3736991_bin.13	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
ERR1913060_bin.16	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR414319_bin.20	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR589511_bin.54	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR911958_bin.26	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
SRR2155318_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1293745_bin.10	Firmicutes	NA	NA	NA	NA
SRR2912776_bin.12	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
SRR3917698_bin.18	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
SRR5127416_bin.9	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5580077_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ERR209702_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5558058_bin.7	Firmicutes	Clostridia	NA	NA	NA
SRR3993001_bin.64	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1620338_bin.29	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
ERR1190866_bin.23	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
ERR1190926_bin.115	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR1761720_bin.13	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SRR5579983_bin.56	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus
ERR1018298_bin.48	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia
SRR5106457_bin.15	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ERR321203_bin.9	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR414321_bin.53	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR209817_bin.41	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5056942_bin.77	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
SRR341656_bin.2	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR5275468_bin.15	Tenericutes	Mollicutes	NA	NA	NA
SRR5279229_bin.68	Firmicutes	Clostridia	Clostridiales	NA	NA
SRR5558100_bin.10	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
SRR1237933_bin.24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
SRR2912803_bin.37	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR414325_bin.43	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
SRR3992959_bin.69	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR505098_bin.47	Tenericutes	NA	NA	NA	NA
SRR6028256_bin.11	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1018199_bin.2	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ERR1305901_bin.5	NA	NA	NA	NA	NA
ERR1620343_bin.33	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR1305900_bin.37	Firmicutes	Clostridia	Clostridiales	NA	NA
ERR1305900_bin.52	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ERR321346_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ERR589584_bin.12	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
ERR589530_bin.32	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
ERR414360_bin.44	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ERR505088_bin.30	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
ERR525936_bin.22	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
SRR3993010_bin.16	Verrucomicrobia	Opitutae	Opitutales	NA	NA
